Date,Open,High,Low,Close/Last,Close/Last,Volume
4/5/2019,287.92,288.63,287.6,288.57,288.57,58454610
4/4/2019,286.78,287.459,286.01,287.18,287.18,48868830
4/3/2019,287.32,287.76,285.75,286.42,286.42,68027480
4/2/2019,286.04,286.23,285.09,285.97,285.97,39939210
4/1/2019,284.7,286.16,284.4,285.83,285.83,77289510
3/29/2019,282.39,282.84,281.14,282.48,282.48,81882480
3/28/2019,280.35,281.21,279.07,280.71,280.71,55987830
3/27/2019,281.11,281.76,277.93,279.65,279.65,72092750
3/26/2019,280.99,282.18,279.56,281.12,281.12,67884060
3/25/2019,278.87,280.1853,277.64,279.04,279.04,84898680
3/22/2019,283.22,283.8034,279.18,279.25,279.25,122400900
3/21/2019,280.64,285.18,280.59,284.73,284.73,79394020
3/20/2019,282.16,283.5,280.32,281.55,281.55,84349430
3/19/2019,283.51,284.36,281.41,282.4,282.4,90060530
3/18/2019,281.55,282.66,281.3,282.33,282.33,61813150
3/15/2019,280.54,282.21,280.33,281.31,281.31,80558110
3/14/2019,281.37,281.84,280.6662,281.16,281.16,67354180
3/13/2019,280.48,282.38,280.3,281.34,281.34,80111580
3/12/2019,279.06,280.07,278.85,279.49,279.49,79432230
3/11/2019,275.26,278.62,275.23,278.44,278.44,64752480
3/8/2019,272.94,274.65,272.42,274.46,274.46,85634780
3/7/2019,276.83,276.99,274.07,275.01,275.01,94692650
3/6/2019,279.15,279.16,276.97,277.33,277.33,74824560
3/5/2019,279.54,279.76,278.41,279.02,279.02,58813100
3/4/2019,281.6,281.87,276.84,279.4,279.4,106181700
3/1/2019,280.44,280.88,278.82,280.42,280.42,77586110
2/28/2019,278.96,279.45,278.32,278.68,278.68,69048080
2/27/2019,278.52,279.59,277.48,279.2,279.2,56131350
2/26/2019,279.13,280.3,278.9,279.32,279.32,56491990
2/25/2019,280.73,281.31,279.43,279.52,279.52,68642630
2/22/2019,278.11,279.36,277.4029,279.14,279.14,77132070
2/21/2019,277.7,278.1,276.345,277.42,277.42,63984460
2/20/2019,277.81,278.92,277.25,278.41,278.41,76479570
2/19/2019,276.481,278.58,276.47,277.85,277.85,58802310
2/15/2019,276.36,277.41,276.13,277.37,277.37,96744830
2/14/2019,273.78,275.64,272.87,274.38,274.38,82409970
2/13/2019,275.03,275.93,274.56,274.99,274.99,64930780
2/12/2019,272.42,274.52,272.34,274.1,274.1,71990420
2/11/2019,271.2,271.49,270.03,270.62,270.62,67807910
2/8/2019,268.75,270.58,267.83,270.47,270.47,75742440
2/7/2019,270.94,271.55,268.29,270.14,270.14,95030290
2/6/2019,272.79,273.34,271.92,272.74,272.74,58009950
2/5/2019,272.44,273.44,271.88,273.1,273.1,79447070
2/4/2019,270.11,272.03,269.36,271.96,271.96,60610790
2/1/2019,270.15,271.2,269.18,270.06,270.06,85738850
1/31/2019,267.51,270.47,267.27,269.93,269.93,103347200
1/30/2019,265.1,268.52,264.25,267.58,267.58,92069900
1/29/2019,263.92,264.55,262.48,263.41,263.41,65024130
1/28/2019,263.39,263.83,261.79,263.76,263.76,85027280
1/25/2019,265.61,266.7,263.6595,265.78,265.78,96838230
1/24/2019,263.21,264.2,262.08,263.55,263.55,58643080
1/23/2019,264.01,264.79,260.66,263.41,263.41,84305190
1/22/2019,264.82,265.06,261.06,262.86,262.86,115253300
1/18/2019,264.98,266.98,262.998,266.46,266.46,124175900
1/17/2019,260.01,263.92,259.96,262.96,262.96,94873800
1/16/2019,260.83,261.9666,260.6,260.98,260.98,77489420
1/15/2019,257.82,260.7,257.81,260.35,260.35,84892580
1/14/2019,256.86,258.3,256.41,257.4,257.4,69913980
1/11/2019,257.68,259.0098,257.03,258.98,258.98,72812270
1/10/2019,256.26,259.16,255.5,258.88,258.88,96462500
1/9/2019,257.56,258.91,256.19,257.97,257.97,94640560
1/8/2019,256.82,257.31,254,256.77,256.77,101804900
1/7/2019,252.69,255.95,251.69,254.38,254.38,102307400
1/4/2019,247.59,253.11,247.17,252.39,252.39,142444500
1/3/2019,248.23,248.57,243.67,244.21,244.21,142029300
1/2/2019,245.98,251.21,245.95,250.18,250.18,126041700
12/31/2018,249.56,250.19,247.47,249.92,249.92,143399900
12/28/2018,249.58,251.4,246.45,247.75,247.75,152931300
12/27/2018,242.57,248.29,238.96,248.07,248.07,184664900
12/26/2018,235.97,246.18,233.76,246.18,246.18,217567600
12/24/2018,239.04,240.8355,234.27,234.34,234.34,147311600
12/21/2018,246.74,249.71,239.98,240.7,240.7,252779300
12/20/2018,249.86,251.62,244.65,247.17,247.17,247438000
12/19/2018,255.17,259.4,249.35,251.26,251.26,214312900
12/18/2018,257.2,257.95,253.28,255.08,255.08,133073600
12/17/2018,259.4,260.65,253.525,255.36,255.36,165088800
12/14/2018,262.96,264.03,259.85,260.47,260.47,116727700
12/13/2018,266.52,267.49,264.12,265.37,265.37,96168730
12/12/2018,267.47,269,265.37,265.46,265.46,97670090
12/11/2018,267.66,267.87,262.48,264.13,264.13,120632500
12/10/2018,263.37,265.1613,258.62,264.07,264.07,151022400
12/7/2018,269.46,271.22,262.63,263.57,263.57,160872400
12/6/2018,265.92,269.97,262.44,269.84,269.84,203716500
12/4/2018,278.37,278.85,269.9,270.25,270.25,176092500
12/3/2018,280.28,280.4,277.505,279.3,279.3,102782300
11/30/2018,273.81,276.28,273.45,275.65,275.65,95107720
11/29/2018,273.71,275.55,272.43,273.98,273.98,81616860
11/28/2018,269.6,274.58,268.3272,274.58,274.58,127124600
11/27/2018,266.34,268.4,265.66,268.4,268.4,75273810
11/26/2018,265.78,267.75,265.34,267.5,267.5,79705470
11/23/2018,263.18,264.8234,263.07,263.25,263.25,42807880
11/21/2018,265.86,267.15,265.01,265.02,265.02,73868530
11/20/2018,265.36,267,263.15,264.12,264.12,135506200
11/19/2018,273.05,273.38,268.07,269.1,269.1,102555300
11/16/2018,271.79,274.75,271.21,273.73,273.73,126601900
11/15/2018,268.78,273.54,267.0102,273.02,273.02,134732600
11/14/2018,274.16,274.61,268.45,270.2,270.2,124389400
11/13/2018,273.09,275.325,271.25,272.06,272.06,97769120
11/12/2018,277.19,277.46,271.99,272.57,272.57,99129960
11/9/2018,279.03,279.24,276.18,277.76,277.76,98751520
11/8/2018,280.11,281.22,279.22,280.5,280.5,65315460
11/7/2018,277.56,281.1,277.08,281.01,281.01,102473700
11/6/2018,273.32,275.3,273.25,275.12,275.12,58983590
11/5/2018,272.44,274.01,271.35,273.39,273.39,65439740
11/2/2018,274.75,275.23,269.59,271.89,271.89,122439600
11/1/2018,271.6,273.73,270.38,273.51,273.51,98741380
10/31/2018,270.65,273.23,270.12,270.63,270.63,127608600
10/30/2018,263.67,268.12,263.12,267.77,267.77,156591000
10/29/2018,268.8,270.25,259.85,263.86,263.86,159000800
10/26/2018,265.92,271,262.29,265.33,265.33,201334300
10/25/2018,267.38,271.81,266.23,270.08,270.08,137407500
10/24/2018,273.33,273.76,264.7,265.32,265.32,175529100
